,Unnamed: 0,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
34915,34915,59,3258,1,1,1,753461.0678826732,0.23,38279.28,796052.9750212715
34917,34917,53,1386,1,3,1,-270918.6717516304,0.14,60624.17,-229319.75411499356
34918,34918,38,1488,1,3,1,-139200.2599013818,0.21,18101.02,-112287.49787629061
34919,34919,39,1394,2,3,1,71073.73111815075,0.14,81674.56,121908.52925969315
34920,34920,57,1626,3,3,3,-18017.4754057496,0.0,58845.86,-3017.4754057495993
34921,34921,44,1488,1,3,1,-95964.85579047608,0.11,173811.59,-21046.27188746968
34922,34922,56,3359,2,1,5,76117.96664814714,0.26,93345.21,167177.82430025277
34923,34923,57,1626,1,3,1,-50868.55081291466,0.09,20782.74,-30006.690877097062
34924,34924,51,1386,3,3,3,-283395.05287447653,0.18,65415.56,-231493.5807545277
34925,34925,46,1377,3,3,2,-98154.33126873527,0.05,51069.47,-75151.90874203926
34926,34926,46,1377,1,3,1,91667.38997175817,0.12,64240.41,130826.42999820938
34928,34928,46,3111,2,1,1,-102273.18553513836,0.06,59868.09,-76015.81978500397
34929,34929,43,1734,1,1,1,49720.62679003948,0.27,75837.31,128891.3312971227
34930,34930,56,3012,2,1,3,116511.16284004589,0.27,87143.41,205248.66767572108
34931,34931,41,1489,1,3,1,34244.125393796734,0.33,50446.39,101415.72543183995
34932,34932,38,1489,1,3,1,-15187.567520219884,0.16,6298.69,-2581.181905205485
34933,34933,42,1328,1,3,1,71020.04084820712,0.18,39162.36,108111.86022101992
34934,34934,42,1328,1,3,1,-7597.653317302458,0.3,63575.1,67174.43506077754
34935,34935,36,1489,3,3,3,108315.7685867994,0.33,9033.7,131208.9610090554
34936,34936,48,1328,2,3,5,316990.1225077408,0.13,18912.38,339695.2470163392
34937,34937,43,1328,3,3,5,59511.66665254534,0.19,26145.06,90079.68615621574
34938,34938,51,1435,1,3,1,15274.141056761398,0.12,51913.34,49797.311269510195
34939,34939,38,1644,1,1,1,-131595.18414374453,0.08,8383.92,-116917.33064701491
34940,34940,51,3291,3,1,3,103126.75081038671,0.24,193811.93,263901.35512794193
34941,34941,41,1604,3,4,3,221975.15553529587,0.05,30744.95,241792.79081645588
34942,34942,60,3349,1,1,1,-119612.80386546411,0.0,31793.64,-104612.80386546411
34943,34943,56,3349,3,1,2,-193868.9442397546,0.24,98899.99,-104481.84686520099
34944,34944,44,1793,1,1,1,719526.5254631253,0.11,152501.36,787098.770699951
34945,34945,55,3291,1,1,1,77965.93276701872,0.19,49471.79,122423.80326345234
34946,34946,55,3349,1,1,1,-65698.60228063188,0.15,58563.26,-23168.575961927876
34947,34947,60,1839,1,1,1,108508.0369750406,0.09,238318.86,190726.88191000698
34949,34949,44,1380,2,3,3,338599.82227179466,0.31,79635.79,430967.59771432105
34950,34950,46,1463,3,3,5,-195668.84531457725,0.26,34107.03,-152877.64053035644
34951,34951,43,1380,2,3,5,-56143.56124448026,0.11,101363.73,-6200.1425649394605
34952,34952,53,1496,3,3,4,26401.1932441568,0.08,27282.59,48241.344522096
34953,34953,51,1496,3,3,3,-151041.414476251,0.29,44353.66,-95730.97025258059
34954,34954,59,3434,3,1,3,60214.83444623379,0.21,74200.65,124048.25298049778
34956,34956,45,1839,1,1,1,44015.31324114021,0.19,31464.24,77750.62698638183
34958,34958,52,1786,3,3,3,-39564.29655108609,0.32,30005.58,5527.085005035517
34959,34959,37,1643,3,1,3,132877.3613293697,0.29,261577.54,385609.86945462733
34960,34960,45,1643,2,2,3,-182138.04516159973,0.28,73556.33,-102592.21258943333
34961,34961,41,3339,1,1,1,140894.77422963124,0.07,15185.67,159226.13848242964
34962,34962,35,1831,3,2,1,-27692.851774847582,0.16,26398.76,544.2721162500175
34963,34963,42,1606,3,2,3,-107308.50000093656,0.22,69193.46,-44601.967444053356
34964,34964,44,1395,3,3,4,-148937.8446700776,0.26,66415.05,-79821.3104745096
34965,34965,51,4020,3,3,3,63809.99977085392,0.33,81966.74,163579.91047610514
34966,34966,56,1840,1,3,1,99320.78007009828,0.2,29936.42,133084.54493992229
34967,34967,43,2962,2,1,3,-3575.5359519566377,0.03,17854.08,13103.070369809762
34968,34968,56,1652,1,1,1,-216320.8531665056,0.33,73556.72,-125248.57572603201
34969,34969,43,1395,1,3,1,74897.08540351423,0.05,50177.42,97759.72654977023
34970,34970,36,1718,1,3,1,-238142.5027661505,0.15,27728.6,-210107.55410071046
34971,34971,50,3388,3,1,3,-27142.78646318428,0.29,86092.83,66101.94512769092
34972,34972,50,1831,3,2,5,18070.82603336766,0.11,51410.55,50793.73711009566
34973,34973,51,1497,1,3,1,81038.62070455166,0.2,14941.23,105403.59242080766
34974,34974,52,1352,1,3,1,40649.94805880141,0.08,62784.72,71391.011599435
34975,34975,46,1782,1,1,1,444252.0644766002,0.08,110120.39,486860.8848410034
34976,34976,57,1575,2,3,5,35808.12467888503,0.35,34960.24,89155.22882550902
34977,34977,48,1615,2,3,5,-85477.3291789295,0.33,18158.79,-51697.5288987743
34978,34978,41,1497,1,3,1,-71241.6292225055,0.28,81817.32,15553.239257520116
34980,34980,38,1488,3,3,5,83986.92760006353,0.08,55446.52,112888.19520828113
34981,34981,39,1488,2,3,5,-12357.04095898289,0.08,138856.19,37456.27205412431
34982,34982,58,3340,1,1,1,-150773.77161729208,0.06,48742.44,-126608.43037066166
34983,34983,53,2720,2,3,5,94796.40274688104,0.02,116463.83,117096.20653757863
34984,34984,40,1481,2,3,3,-79786.79563196022,0.06,72141.59,-51221.56807206583
34985,34985,60,1620,1,2,1,-41808.54645966619,0.12,62016.47,-3485.868708555794
34986,34986,59,3357,1,1,1,57910.1966431101,0.32,93870.14,167048.7601858429
34987,34987,51,3324,1,1,1,431610.1084899215,0.25,170684.31,580338.5344259614
34988,34988,57,1400,1,3,1,75771.26208456291,0.23,128180.69,183164.5802306061
34990,34990,39,1295,1,1,1,-268168.7299331865,0.05,39945.08,-246909.46372144247
34991,34991,37,3509,2,1,5,115513.31800363,0.3,110634.23,234529.49687241402
34992,34992,40,1481,2,3,3,53240.75991998248,0.11,100602.83,102921.8712902593
34993,34993,42,1778,1,1,1,29664.46387381476,0.1,162888.8,95712.77130549477
34994,34994,52,1817,3,1,5,-260589.18280695088,0.06,48799.97,-236413.02384003566
34995,34995,43,3508,2,1,5,-114914.87750634538,0.12,145556.43,-45175.13318532778
34996,34996,49,1477,3,3,5,19189.52870541,0.25,36780.32,63006.32094029
34997,34997,35,1489,1,3,1,-282378.76177489845,0.05,44661.88,-260380.38809691445
34998,34998,37,1489,1,3,1,149774.84468891716,0.18,84839.56,212633.55992438595
34999,34999,37,1489,3,3,3,128398.24631554636,0.13,39756.77,159595.61877261996
35000,35000,49,1463,3,3,5,46182.75021869687,0.21,89297.88,119952.05679838968
35002,35002,51,1496,3,3,1,19029.55437766952,0.13,73170.08,63839.89959620392
35003,35003,40,1367,3,3,5,-27104.76713352267,0.17,14542.18,-4357.142692041069
35004,35004,49,1571,1,1,1,159174.47102256992,0.1,125605.4,213538.39950800993
35005,35005,40,1367,1,3,1,36707.28472042087,0.31,11526.13,62905.15238220167
35006,35006,50,3374,1,1,1,-30542.683798793576,0.21,98663.1,49390.122803142425
35007,35007,41,1831,1,1,1,-200990.27918801707,0.02,2177.33,-197587.81193059945
35008,35008,36,1479,1,3,1,-141639.2220794774,0.25,18498.07,-112146.2802035974
35009,35009,53,1373,1,3,1,3410.5530465524103,0.34,118919.05,145123.34828602444
35010,35010,52,1835,1,3,1,176980.548823549,0.29,84097.81,268412.12356479536
35011,35011,49,1813,1,3,1,156305.93189106722,0.16,29054.55,185874.74792447523
35012,35012,44,1507,1,3,1,-122636.31227311336,0.12,56825.88,-86265.67174547177
35013,35013,46,1819,2,3,3,-45603.57555809989,0.01,30063.07,-29661.41818466469
35015,35015,45,1813,3,3,3,-154875.23586151013,0.33,103647.63,-32682.9730008557
35016,35016,53,1929,3,3,3,-150342.4581751807,0.17,154540.17,-53008.22779963029
35017,35017,57,1835,1,3,1,-140812.815861197,0.04,274155.22,-91445.41931936023
35018,35018,49,1487,1,3,1,-158085.33200348757,0.23,221100.56,16285.119055469251
35019,35019,36,1607,3,3,3,-153552.7031793644,0.04,48349.05,-132491.7900449324
35021,35021,60,1603,1,3,1,18498.55340705372,0.25,60119.84,80601.48612961371
35022,35022,51,1550,1,3,1,54687.76914789924,0.26,65972.53,123443.72771020005
35023,35023,56,1622,1,3,1,-48540.63301394167,0.35,31748.55,1283.640313538328
35025,35025,46,1595,3,3,3,-270915.946717351,0.23,37595.11,-228817.19292717017
35027,35027,55,1616,2,3,5,-7163.17590336129,0.25,33935.59,34424.815892198705
35028,35028,52,1616,3,3,5,-49335.77387813725,0.33,68277.09,36276.31612952195
35029,35029,35,1598,3,3,4,-168175.20719950047,0.19,277.13,-167594.49573960123
35030,35030,37,1598,3,3,4,-186088.022946779,0.29,52750.98,-123145.7463221678
35031,35031,37,1598,3,3,3,103963.36936226729,0.22,134466.63,211673.5281245169
35032,35032,47,1580,3,3,3,-143750.004956512,0.24,36522.89,-101279.50900570244
35033,35033,45,1580,2,3,3,209108.0994991521,0.06,129799.79,248515.1535795585
35034,35034,58,1483,1,3,1,-104946.63938977566,0.04,143484.85,-71959.74591499167
35035,35035,44,1655,1,1,1,-98877.5412492286,0.33,76625.35,-4631.690099620588
35036,35036,55,1616,1,3,1,198307.19660906872,0.13,31184.27,226012.03243934232
35037,35037,50,1616,1,3,1,26683.6274021728,0.27,67078.65,98443.0803401008
35038,35038,35,1598,3,3,3,28721.3770767003,0.04,121831.41,58993.8507458907
35039,35039,38,1855,3,3,5,-80492.98869045822,0.24,131331.45,33287.257490469776
35040,35040,45,1813,3,3,4,32018.6106331978,0.18,22837.91,59901.6693296746
35041,35041,37,1680,1,3,1,108009.14653585292,0.26,35249.77,151731.48256648012
35042,35042,38,1506,2,3,1,52741.442224893646,0.04,25028.94,70879.00606920724
35043,35043,54,1486,1,3,1,26238.817079537912,0.04,75383.75,50688.73099713791
35044,35044,43,1607,1,3,1,94273.31711718436,0.06,44630.91,117665.54205088997
35045,35045,47,1487,3,3,2,-14730.97531045328,0.23,4067.53,-5697.78320989488
35047,35047,53,1756,1,3,1,-106426.7507837438,0.26,13713.97,-80252.28766940461
35048,35048,48,1487,1,3,1,-100202.617123581,0.34,21311.33,-62494.5800633218
35049,35049,48,1434,1,3,1,130691.78103709068,0.34,31530.94,179289.2033502363
35050,35050,54,1550,1,3,1,161489.588175246,0.1,141640.11,220878.692152542
35051,35051,50,1614,3,3,4,-28578.259164623927,0.12,45457.73,3517.134818409674
35052,35052,47,1580,1,3,1,64783.36483551112,0.04,51933.1,86293.56530277511
35053,35053,51,1616,1,3,1,-276411.4053459323,0.2,55668.63,-226519.02062039627
35055,35055,58,1483,3,3,3,-22578.076363012337,0.31,56184.48,47006.27863610447
35056,35056,43,1964,1,1,1,-187689.7043225752,0.08,116960.21,-143366.0393076504
35057,35057,39,1976,2,2,5,192504.4836492199,0.01,49488.51,209055.42187997352
35058,35058,44,1976,3,1,5,56104.67291927056,0.31,95621.87,164003.24736116978
35060,35060,44,1983,1,2,1,166254.04658984242,0.18,42594.65,205282.04985747443
35061,35061,46,2072,1,1,1,-106996.09305253104,0.09,68035.66,-72806.34667833264
35062,35062,37,1978,1,1,1,193596.6142466704,0.24,22953.89,225861.25957731996
35063,35063,50,1944,1,1,1,11552.221712292168,0.33,99658.47,129618.89976880577
35064,35064,36,1775,1,1,1,-9794.001808186042,0.2,87640.35,60137.84777533397
35065,35065,56,1653,2,2,5,-73436.07374159181,0.01,92961.15,-55522.73079572781
35066,35066,36,1516,1,3,1,92642.91980839534,0.1,59894.35,126413.42577455533
35067,35067,50,2568,2,3,5,-305345.6796336168,0.27,28241.48,-266448.79209999123
35068,35068,37,1465,1,3,1,52843.93292941921,0.21,127218.01,151569.4842207648
35069,35069,38,1381,2,3,3,-87179.21356063621,0.13,71232.62,-43158.21217563461
35070,35070,49,1474,1,3,1,88987.34618316071,0.18,24217.08,117648.40637199911
35071,35071,41,1483,3,3,5,-154096.687124138,0.02,43070.85,-136397.06137682602
35072,35072,48,1483,2,3,5,-126236.1010081474,0.07,25450.83,-105652.81194246579
35073,35073,43,1670,1,1,1,179266.77397445263,0.11,101294.14,229186.20268730703
35074,35074,58,1988,2,4,4,508117.23119022656,0.09,44824.25,535760.1009575466
35075,35075,43,1517,3,1,5,-159771.3384965163,0.2,38211.83,-120820.6525639403
35077,35077,54,1481,1,3,1,101057.85493009536,0.18,33570.96,134995.51814783615
35078,35078,55,1337,2,3,5,-32626.25636594556,0.13,9293.74,-14899.268139062362
35080,35080,35,1728,2,3,4,-141511.11584609703,0.21,85018.65,-70558.08418575305
35081,35081,41,1381,3,3,5,-130798.88618867088,0.04,37712.19,-111071.38259347729
35082,35082,42,1381,2,3,3,-126138.57904893148,0.32,108717.24,-2110.4599268066595
35083,35083,35,2235,2,3,5,22960.122710056647,0.34,166592.41,215470.70605881506
35084,35084,42,1360,1,3,1,209520.8292495024,0.2,34059.29,245868.75626259038
35085,35085,55,3626,1,1,1,-202002.9095220157,0.26,38890.21,-155314.2579387101
35086,35086,45,3357,1,1,1,3571.5058780656955,0.08,22784.21,24283.846354110494
35087,35087,42,1734,3,1,3,109808.6071789134,0.2,227054.74,267123.6119102414
35088,35088,39,1603,1,1,1,227001.5300676111,0.34,14293.35,257231.64107031512
35089,35089,48,3512,3,1,3,-97498.23752370477,0.2,203809.44,45246.91070746325
35090,35090,48,1532,1,1,1,107949.69061836544,0.15,42022.92,142704.26189033344
35091,35091,42,1854,1,3,1,75217.0158340411,0.16,43364.0,111961.0159466811
35092,35092,59,1985,3,3,4,-103286.71874782685,0.3,82753.52,-10483.448111410846
35093,35093,50,1981,1,1,1,375306.5328060978,0.08,27056.24,397089.934770949
35094,35094,39,1881,1,1,1,22406.6512103938,0.05,79619.46,49882.765810121804
35095,35095,36,1773,1,1,1,-59033.80748023491,0.02,112447.94,-36985.71453439811
35096,35096,45,2030,3,4,5,45852.19721895219,0.24,56414.25,103283.87297607219
35097,35097,51,1742,1,3,1,-98337.28793931752,0.17,59102.79,-51849.14652147272
35098,35098,36,2919,3,1,5,44819.19038602816,0.15,80733.33,97771.15377906016
35099,35099,56,3626,3,1,3,4919.274070343472,0.19,132469.45,98797.92193883148
35100,35100,57,1754,1,3,1,158032.14417778578,0.01,88656.24,175810.5739993922
35101,35101,36,1603,1,1,1,-61388.75575541604,0.08,138560.21,-11649.649332491237
35102,35102,35,1460,1,3,1,19402.81203412266,0.13,18305.49,41860.68246824586
35103,35103,36,1921,1,1,1,16032.006989899097,0.02,28298.58,32805.725762116694
35104,35104,45,1790,3,1,3,-15030.703512513091,0.34,53032.79,56477.762206376516
35105,35105,50,3291,1,1,1,52389.37745252366,0.21,144398.7,162421.99715199566
35106,35106,58,1985,3,3,4,-61876.92674330621,0.31,23578.71,-23969.734631512612
35107,35107,39,1606,3,3,3,-300237.02171292633,0.22,172091.17,-166586.02486499993
35108,35108,37,1792,1,1,1,-50831.93416849622,0.17,42812.29,-13022.86810001142
35109,35109,37,1606,1,3,1,-139538.46274807275,0.07,270655.67,-65163.23440087435
35111,35111,41,1599,3,1,2,-49370.4716763769,0.24,44434.47,-949.3232346361037
35112,35112,35,1822,1,3,1,46517.613136470325,0.32,113651.27,175493.87121606074
35113,35113,43,1812,2,3,4,-117169.05544629002,0.27,53611.66,-56804.86739697481
35114,35114,57,1836,1,3,1,-208516.11387587988,0.19,53424.07,-161704.8667903711
35115,35115,49,1458,1,3,1,5421.640846865421,0.22,61739.71,62989.066802548616
35116,35116,48,1458,3,3,3,-269080.93341618427,0.3,90577.51,-168921.69760237628
35117,35117,60,2006,1,2,1,1594.5615410558753,0.14,54879.45,40672.97730318388
35119,35119,51,3474,1,1,1,-1015.4972969397636,0.09,159305.08,58917.175970599434
35120,35120,58,3012,2,1,3,325555.7991566536,0.26,52180.84,383073.966533076
35121,35121,39,1360,1,3,1,81585.25005514902,0.29,49358.5,141444.30027138902
35122,35122,57,3258,1,1,1,-137556.0335091366,0.05,65308.3,-112322.43188569661
35124,35124,46,1901,1,1,1,-115341.82470771672,0.25,176417.63,37878.565715203295
35125,35125,49,1458,1,3,1,-231624.4080356508,0.25,44026.68,-182130.20868253076
35126,35126,50,3324,3,1,5,-138594.1827073101,0.05,81517.69,-110820.62154091809
35127,35127,46,1728,2,2,5,-132950.1837352901,0.32,72167.48,-45576.339382880506
35128,35128,42,1250,1,3,1,-312109.3096371559,0.29,21981.45,-277131.6569658679
35129,35129,43,1442,1,3,1,231439.63319224128,0.19,45588.5,273585.2070460813
35130,35130,35,1587,3,1,3,8695.88085998419,0.27,24588.74,44501.955979757
35131,35131,44,1617,1,3,1,566452.9512981755,0.09,47243.48,594778.1751445306
35132,35132,35,1401,1,3,1,-144311.34865950976,0.01,62568.54,-127350.49065977539
35133,35133,48,2754,2,3,4,74010.23942034204,0.01,17123.19,89546.86923610045
35134,35134,51,3208,1,1,1,-191533.26851909832,0.29,76326.38,-107164.6914099111
35135,35135,36,1409,2,3,3,-84525.96330652329,0.21,56067.91,-32626.182571833684
35136,35136,50,1351,1,3,1,170540.73784932605,0.13,113476.55,231772.40972543004
35137,35137,53,1351,1,3,1,86629.2540522934,0.0,19495.0,101629.2540522934
35138,35138,58,1299,2,3,3,31384.886055359588,0.21,8846.93,50477.68066282041
35139,35139,51,1445,3,3,3,-90268.0370146705,0.29,61840.91,-19064.455319360106
35140,35140,41,2761,1,3,1,-140933.5645411607,0.29,199780.39,55635.132790200885
35141,35141,52,1750,1,3,1,-114234.42932195788,0.26,47006.57,-60932.37801248267
35142,35142,50,1435,1,3,1,154742.40504077086,0.21,60856.19,209793.4800201773
35143,35143,47,1435,3,3,3,-21652.4160998853,0.12,31073.09,5033.312945983498
35144,35144,46,1540,1,3,1,-17764.13352495175,0.16,114270.37,54534.43067925945
35145,35145,57,1560,1,3,1,132924.89221051193,0.11,71433.07,172550.22587349912
35147,35147,49,2606,3,3,5,91634.94114615028,0.15,166525.25,184916.86252875027
35148,35148,39,1389,3,3,5,-8180.92759197578,0.31,114075.52,117645.73985050744
35149,35149,57,3595,1,1,1,-63719.6410822039,0.24,42055.37,-17087.9199534871
35150,35150,40,1722,1,1,1,-29792.17316275236,0.28,126864.12,96531.35601461725
35151,35151,58,1340,1,3,1,339453.69559207617,0.19,207722.7,478141.72862604423
35152,35152,50,1331,1,3,1,-110781.93186995176,0.32,131917.57,36512.85905981466
35153,35153,48,3193,2,1,5,12023.747334010272,0.1,151355.27,74457.52027828227
35154,35154,42,1335,2,3,4,-50171.86654662708,0.24,44846.15,-1441.0751994910825
35155,35155,35,1574,2,3,3,257290.39512637552,0.01,134310.6,276499.6033715915
35156,35156,50,1693,2,3,3,-37842.78737728306,0.24,36893.76,4906.65645616334
35157,35157,51,2777,2,3,5,-8391.388760468566,0.11,5604.94,1948.2287963538338
35158,35158,36,1368,1,1,1,51131.60792487518,0.18,50416.81,94572.15798042399
35159,35159,59,3595,1,1,1,-48307.073448097966,0.07,43659.62,-23729.221607595562
35160,35160,53,3591,2,1,3,28878.098667651444,0.24,99563.88,118764.53734725465
35161,35161,59,3796,1,1,1,-157331.97893224648,0.17,19795.19,-131785.7129757137
35162,35162,47,1667,1,3,1,38833.493562542,0.01,50687.61,55422.0108198716
35163,35163,50,1773,1,3,1,49851.13133749372,0.12,16027.8,70878.74326798973
35164,35164,43,3314,1,1,1,158490.64294319483,0.27,139747.87,291740.08073660126
35165,35165,55,3230,1,1,1,-34871.56847755577,0.32,119384.21,99854.02305862345
35166,35166,51,3276,1,1,1,156345.44919460377,0.2,85603.17,225000.42043002776
35167,35167,41,1448,1,3,1,-192713.45462886017,0.19,27210.68,-161510.91399792896
35168,35168,52,1906,1,1,1,-291184.5860400824,0.15,24128.57,-264841.9769173544
35169,35169,38,1819,1,1,1,86483.35737749992,0.3,64556.85,162178.46825597994
35170,35170,59,1363,3,3,3,-88440.49200536577,0.05,60319.8,-63988.57236872577
35172,35172,55,3410,3,1,4,80566.13094362311,0.33,66101.67,163928.40402375272
35173,35173,47,2594,2,2,5,-168002.54122988757,0.17,57927.44,-122140.58999723477
35174,35174,50,1773,1,3,1,280463.7488995791,0.35,18674.08,315946.9289521871
35175,35175,46,1431,2,3,3,-42554.95616660274,0.32,71438.39,44087.713338370064
35176,35176,42,1367,1,3,1,58942.48831471049,0.02,12903.24,74751.24688176329
35177,35177,40,3346,3,3,1,-170297.01164832598,0.28,10263.32,-146290.92700062037
35179,35179,60,1490,3,3,3,-203732.1189466678,0.15,124955.32,-129991.82258573978
35180,35180,53,1969,2,3,5,4295.947662591653,0.05,104777.51,35714.24819155965
35182,35182,59,3321,1,1,1,-147788.27034662117,0.26,24425.21,-112886.03866571558
35183,35183,51,1823,1,1,1,-128.50608091168536,0.28,15837.31,28768.766385693118
35184,35184,40,1322,1,3,1,26025.826315220595,0.23,213568.26,194966.9557636334
35187,35187,56,1306,1,3,1,-345373.2422057505,0.1,72158.63,-307759.18937898247
35188,35188,42,1251,1,3,1,39339.790791210165,0.07,86479.68,73311.31556064376
35189,35189,40,1403,2,3,5,408607.682168344,0.24,79998.94,483778.4560950256
35190,35190,42,1314,1,3,1,94258.74416231364,0.24,64843.64,158030.54042640323
35191,35191,53,1683,1,3,1,-244100.1862825016,0.22,100808.6,-159596.0921395896
35192,35192,52,1306,3,3,3,-95614.66422138852,0.13,16810.64,-73765.81313711332
35193,35193,58,1532,3,3,3,26989.093123055965,0.19,87510.66,94097.12659703036
35194,35194,38,1402,3,3,3,-80208.29933434726,0.03,56197.3,-59924.73708716327
35195,35195,35,2019,2,2,5,110637.87043673532,0.28,65451.04,183071.2941748985
